Table_Number,Year,Measure,Age,Indigenous_Status,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.27,2022-23,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,Income assistance,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With a need for income assistance,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,989.0,259.0,570.0,362.0,134.0,44,22,149.0,2453.0
19A.27,2022-23,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,Income assistance,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With a need for income assistance with known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,85.3,91.5,93.2,90.4,89.3,88.1,66.7,88.6,88.7
19A.27,2022-23,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,Income assistance,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With a need for income assistance with known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,91.5,93.8,97.3,93.3,93.9,95.2,77.8,92.7,93.4
19A.27,2021-22,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,36769.0,64808.0,22383.0,15243.0,9537.0,3924,1804,5143.0,158197.0
19A.27,2021-22,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,90.5,87.9,93.6,94.2,91.5,95.3,91.4,94.0,90.7
19A.27,2021-22,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.1,89.3,94.7,95.2,92.5,96.3,93.7,94.7,92.0
19A.27,2021-22,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10678.0,7063.0,8365.0,7388.0,2401.0,623,319,4390.0,41240.0
19A.27,2021-22,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.1,91.0,95.1,95.7,93.4,94.7,87.1,94.9,93.6
19A.27,2021-22,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,93.3,92.2,95.7,96.0,94.0,96.2,92.6,95.4,94.5
19A.27,2021-22,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,3609.0,2031.0,1654.0,936.0,498.0,143,133,236.0,9052.0
19A.27,2021-22,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance with known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,82.3,86.9,88.4,86.5,87.6,91.2,85.4,86.1,85.3
19A.27,2021-22,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance with known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,89.7,92.4,94.4,93.8,92.5,95.6,93.5,92.3,91.8
19A.27,2021-22,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,957.0,184.0,439.0,270.0,247.0,24,27,167.0,2265.0
19A.27,2021-22,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,Income assistance,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With a need for income assistance,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,947.0,227.0,560.0,334.0,151.0,34,21,165.0,2363.0
19A.27,2021-22,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,Income assistance,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With a need for income assistance with known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,82.7,87.8,91.8,93.3,87.5,93.3,76.5,83.8,87.2
19A.27,2021-22,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,Income assistance,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With a need for income assistance with known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,90.2,94.7,96.3,97.1,91.0,100.0,100.0,90.8,93.2
19A.27,2020-21,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,37700.0,67302.0,22301.0,14836.0,11545.0,3750,2036,4854.0,162777.0
19A.27,2020-21,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,91.2,88.4,93.2,93.9,91.3,95.6,89.7,93.4,90.9
19A.27,2020-21,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.7,89.8,94.2,94.8,92.8,96.6,92.3,93.6,92.2
19A.27,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10835.0,6512.0,8112.0,7391.0,3061.0,550,311,4195.0,41445.0
19A.27,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.4,90.4,95.7,95.1,92.3,93.9,88.5,94.2,93.5
19A.27,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,93.5,91.9,96.0,95.6,93.2,96.4,92.7,94.2,94.3
19A.27,2020-21,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,4003.0,2144.0,1688.0,1030.0,857.0,179,181,331.0,10232.0
19A.27,2020-21,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance with known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,84.4,83.9,89.1,86.7,87.3,86.7,78.5,93.8,85.7
19A.27,2020-21,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance with known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,89.8,90.1,93.3,94.0,94.3,95.4,90.1,93.5,91.5
19A.27,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,998.0,179.0,380.0,313.0,306.0,19,21,209.0,2363.0
19A.27,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,Income assistance,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With a need for income assistance,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1016.0,206.0,580.0,422.0,248.0,23,33,245.0,2704.0
19A.27,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,Income assistance,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With a need for income assistance with known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,86.8,85.6,94.6,92.2,89.4,87.0,74.2,93.0,89.7
