"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10720","10114","9357","15209","11034","8875","13229","17465","","11050"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4904","3768","1877","2620","1681","3334","3703","5670","","3481"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","19007","25808","14225","13349","10892","6544","35287","10850","","18296"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","16023","10275","7614","12621","7590","12802","14058","10895","","11835"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Total","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","35029","36083","21838","25970","18482","19346","49346","21745","","30131"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Interest payments","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","536","0","197","441","0","13","216","1627","","292"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Total","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","39397","39851","23519","28149","20163","22666","52832","25788","","33320"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Payroll tax","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","99","68","..","257","48","na","na","169","","82"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","including the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","50118","49965","32876","43358","31197","31541","66097","43254","","44371"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","","Public housing","Dwellings","","","","","","State and territory governments (unpublished)","no.","97388","64359","51758","33195","32428","7036","11032","5590","","302786"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10546","8352","10181","15947","12752","9421","13427","17324","","11050"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4721","4968","1949","2922","1756","3434","3344","6041","","3729"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","18759","20888","14381","13896","11620","6682","30185","10600","","17150"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","15893","10381","7569","12976","8040","13497","12680","10714","","11869"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Total","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","34652","31269","21949","26873","19660","20178","42865","21314","","29020"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Interest payments","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","559","0","212","469","0","16","236","1728","","308"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Total","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","38813","36237","23687","29325","21416","23597","45972","25627","","32440"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Payroll tax","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","117","53","..","238","59","na","na","207","","85"
"18A.48","2019-20","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","including the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","49360","44589","33868","45272","34168","33018","59604","42951","","43497"
"18A.48","2018-19","Recurrent expenditure","All people","All areas","Public housing","","Public housing","Dwellings","","","","","","State and territory governments (unpublished)","no.","107241","64428","51620","33057","32609","7020","10900","5642","","312517"
"18A.48","2018-19","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10429","8152","10358","15784","9453","9500","12962","18207","","10620"
"18A.48","2018-19","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4270","4450","1995","3221","1897","3445","4520","5975","","3594"
"18A.48","2018-19","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","19516","21271","14067","14292","11307","6770","31168","11019","","17535"
"18A.48","2018-19","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","15647","10796","7947","14185","8484","13698","12629","11045","","12241"
