"Table_Number","Year","Measure","Age","Indigenous_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","37700","67302","22301","14836","11545","3750","2036","4854","162777"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","13.6","15.4","9.0","10.0","10.3","9.1","19.8","9.0","12.9"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","16.3","16.8","11.4","11.9","12.2","10.9","23.7","10.4","14.9"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10835","6512","8112","7391","3061","550","311","4195","41445"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","8.3","9.8","5.7","5.8","5.0","6.9","13.7","6.2","7.1"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","11.0","10.5","7.4","6.4","6.5","7.9","16.7","7.2","8.6"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","with a need for employment and/or training assistance","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","3456","1940","1198","839","1194","156","164","280","9050"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","with a need for employment and/or training assistance","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","15.6","16.5","11.8","11.1","7.2","24.5","20.9","14.5","14.0"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","with a need for employment and/or training assistance","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","24.2","24.6","20.9","21.5","13.7","29.3","32.0","21.2","22.6"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","with a need for employment and/or training assistance","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","998","179","380","313","306","19","21","209","2363"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","with a need for employment and/or training assistance","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","11.3","15.7","8.1","6.8","5.4","16.7","5.6","8.9","9.6"
"19A.20","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","with a need for employment and/or training assistance","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","19.0","19.5","15.0","12.9","11.6","27.8","16.7","15.1","16.6"
"19A.20","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","38700","74038","23110","15638","10655","3929","2047","4845","171117"
"19A.20","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","13.6","16.4","9.5","9.8","10.9","9.1","21.5","10.1","13.5"
"19A.20","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","15.7","17.0","10.7","10.5","12.2","10.1","24.7","10.3","14.6"
